customer_id,borrower_age,employment_type,employment_tenure_years,residence_years,marital_status,dependents_count,monthly_gross_income,net_disposable_income,income_variability_flag,existing_emi_obligation,debt_to_income_ratio,avg_savings_balance,loan_amount,loan_tenure_months,interest_rate,emi_amount,loan_type,loan_vintage_months,current_dpd,past_delinquency_count,max_dpd_12m,on_time_payment_ratio,missed_payment_count,partial_payment_flag,auto_debit_bounce_count,days_since_last_payment,rolling_dpd_trend,payment_volatility_score,emi_stress_ratio,delinquency_acceleration,payment_regularity_score,bounce_frequency_ratio,recovery_lag_days,outstanding_balance_ratio,utilization_shock_flag,repayment_fatigue_index,exposure_concentration_score,behavioral_risk_score
YL56691811,24,Self_Employed,3.1,6.2,Married,2,108453.81,71036.09,1,11358.39,0.105,369702.98,264811.21,48,23.5,8560.3,Credit_Card,66,0,2,30,0.76,1,0,0,26,0,0.325,0.121,-15,0.13,0,0,0.254,0,0.015,0.256,0.118
IU00746195,35,Gig,6.4,1.3,Married,4,134802.2,64832.25,1,44117.84,0.327,444603.49,856998.06,36,15.41,29880.47,Auto_Loan,15,0,2,0,0.88,1,0,1,7,0,0.194,0.461,-30,0.77,0.5,0,0.412,0,0.062,0.52,0.312
FY86543792,42,Salaried,14.5,5.7,Single,2,199384.1,97365.96,0,27028.32,0.136,453613.64,553254.12,36,23.84,21659.29,Credit_Card,58,0,0,90,0.9,0,0,1,59,0,0.39,0.222,-30,0,1,0,0.511,0,0,0.302,0.414
TA89299925,62,Salaried,0.6,8.9,Single,4,198508.99,133061.69,0,26768.72,0.135,83852.9,829117.46,48,20.22,25327.63,Credit_Card,46,90,4,90,0.68,0,0,0,16,30,0.239,0.19,60,0.47,0,57,0.457,0,0,0.395,0.317
TB15637166,28,Salaried,2.7,24.5,Married,3,125173.29,65157.07,0,59363.56,0.474,290563.25,777458.6,24,16.19,38137.41,Auto_Loan,21,0,1,0,0.85,0,0,0,9,0,0.508,0.585,0,0.7,0,0,0.7,0,0,0.392,0.302
WK18433265,42,Salaried,19,18.6,Married,4,189847.86,123311.33,0,47839.18,0.252,442721.95,261493.79,36,12.5,8747.92,Credit_Card,45,0,0,90,0.7,0,1,0,19,0,0.275,0.071,-15,0.37,0,0,0.945,1,0,0.445,0.09
CC72511752,52,Self_Employed,11.2,14.6,Married,0,149333.25,83798.77,1,32490.05,0.218,350804.74,799319.35,24,18.87,40242.12,Credit_Card,48,0,0,0,0.68,2,0,0,32,0,0.154,0.48,-30,0,0,0,0.455,0,0.041,0.396,0.182
MO83522115,33,Salaried,16.7,18.7,Married,3,187770.63,89693.27,0,54582.03,0.291,73485.11,769781.53,48,25.12,25575.29,Auto_Loan,6,0,1,0,0.8,0,0,1,46,0,0.152,0.285,-30,0,1,0,0.514,0,0,0.574,0.374
LY28185834,58,Salaried,12.4,10.7,Single,1,187626.05,84778.55,0,10063.56,0.054,224563.11,61400.16,12,24.84,5830.96,Credit_Card,20,30,1,30,0.65,0,1,0,31,10,0.301,0.069,0,0,0,41,0.668,0,0,0.208,0.163
DN27311353,25,Self_Employed,14.5,9.8,Single,2,176050.96,85173.08,1,38176.59,0.217,21919.51,951418.98,48,13.06,25552.53,Credit_Card,7,15,0,15,0.98,1,0,0,57,5,0.387,0.3,15,0,0,28,0.211,0,0.125,0.566,0.22
PE95367310,48,Self_Employed,2.8,17.8,Married,1,114557.23,62217.12,1,17916.69,0.156,249258.29,662580.98,60,15.63,15982.71,Personal_Loan,1,0,0,60,0.72,0,0,0,63,0,0.404,0.257,-15,0,0,0,0.691,0,0,0.764,0.178
QO67077295,41,Salaried,17.3,15.1,Married,2,179314.1,101014.89,0,53839.01,0.3,252144.5,616787.08,24,22.03,32006.91,Credit_Card,35,90,0,90,0.68,2,0,1,48,30,0.419,0.317,90,0,0.333,51,0.306,0,0.056,0.331,0.483
ZJ15739604,27,Salaried,1.1,22.1,Single,4,46266.51,30016.48,0,5237.18,0.113,367756,355463.38,12,23.14,33464.71,Credit_Card,40,15,1,15,0.99,0,0,1,22,5,0.481,1.115,0,0.27,1,56,0.898,1,0,0.644,0.738
AC02697004,22,Self_Employed,16.6,9.8,Married,4,38461.65,23776.14,1,38265.12,0.995,219290.8,853043.51,36,17.51,30630.29,Personal_Loan,33,0,0,60,0.65,2,0,0,29,0,0.55,1.288,-30,0.03,0,0,0.921,1,0.059,0.4,0.524
MS17364384,43,Self_Employed,11.1,9.7,Single,2,188026.32,128106.54,1,19287.49,0.103,224547.11,197271.71,12,17.34,18023.96,Credit_Card,59,0,3,90,0.78,0,0,0,47,0,0.114,0.141,-30,0,0,0,0.81,0,0,0.435,0.071
CF77773655,27,Gig,15.5,4.7,Married,1,95134.76,59475.54,1,57358.25,0.603,168807.71,269335.26,48,20.46,8262.12,Personal_Loan,36,0,0,60,0.71,1,0,2,34,0,0.122,0.139,0,0,1,0,0.593,0,0.027,0.243,0.322
OM42284480,47,Salaried,4.1,4.2,Married,1,95493.12,50344.66,0,49144.08,0.515,217886.37,90870.69,60,24.49,2640.07,Credit_Card,51,0,0,90,0.78,3,0,0,69,0,0.354,0.052,0,0,0,0,0.452,0,0.058,0.082,0.104
YA29736692,43,Salaried,10.3,7.5,Single,4,150804.97,69050.7,0,14382.46,0.095,285445.23,449387.07,12,16.38,40854.13,Personal_Loan,49,15,3,15,0.79,0,1,0,46,5,0.097,0.592,15,0,0,33,0.986,1,0,0.388,0.235
TB14195462,27,Self_Employed,2.1,9.8,Married,0,113901.46,68797.21,1,35469.55,0.311,44612.42,302979.94,60,16.16,7393.67,Personal_Loan,22,0,0,0,0.67,0,0,1,69,0,0.255,0.107,-15,0,1,0,0.735,0,0,0.17,0.346
TX14021769,30,Self_Employed,7.7,13.1,Single,2,65363.55,29759.88,1,42384.12,0.648,332409.05,209576.25,24,17.46,10408.31,Credit_Card,16,0,1,0,0.95,1,0,0,73,0,0.238,0.35,0,0,0,0,0.521,0,0.059,0.134,0.164
ES33780747,41,Salaried,17.3,16.9,Married,3,167072.29,96519.36,0,53796.51,0.322,472760.38,251944.89,60,25.55,7476.37,Credit_Card,39,0,0,0,0.71,0,0,2,59,0,0.094,0.077,0,0,2,0,0.756,0,0,0.284,0.547
BD73152293,60,Gig,8.9,19.2,Single,2,147542.18,88634.74,1,6070.02,0.041,477631.08,849489.45,48,24.4,27883.1,Personal_Loan,62,0,2,0,0.83,1,0,0,47,0,0.443,0.315,-15,0,0,0,0.978,1,0.016,0.523,0.205
DJ13770303,61,Salaried,18.4,3.9,Married,0,69881.25,45991.19,0,18019.1,0.258,413733.24,989262.19,48,12.73,26407.05,Personal_Loan,40,15,1,30,0.65,0,0,0,14,5,0.187,0.574,15,0.53,0,8,0.277,0,0,0.7,0.252
RS08937793,55,Gig,19.5,14.2,Single,4,190819.81,104605.5,1,14719.13,0.077,86453.44,956681.23,60,22.86,26892.4,Credit_Card,61,0,0,60,0.95,0,0,1,8,0,0.227,0.257,-30,0.73,1,0,0.805,0,0,0.798,0.384
LX01113739,48,Self_Employed,3.8,23.5,Married,3,30763.24,21136.17,1,29851.99,0.97,292699.42,215567.92,48,13.72,5860.48,Personal_Loan,67,15,1,30,0.97,2,0,0,68,5,0.495,0.277,-15,0,0,37,0.554,0,0.029,0.161,0.24
BU61331358,21,Salaried,2.7,5.7,Married,3,124126.64,72768.95,0,16712.23,0.135,320777.91,138748.74,12,10.06,12202.09,Personal_Loan,45,0,0,90,0.8,0,0,0,12,0,0.082,0.168,0,0.6,0,0,0.766,0,0,0.158,0.071
CU69251755,21,Salaried,19.6,14.6,Married,4,91598.19,61140.33,0,43493.59,0.475,460894.07,443931.77,60,20.89,11982.39,Credit_Card,54,0,0,90,0.8,1,0,0,12,0,0.066,0.196,0,0.6,0,0,0.272,0,0.018,0.355,0.075
OR05862937,41,Salaried,3.4,4.4,Single,1,182488.33,122139.41,0,26258.26,0.144,196444.39,692981.4,48,19.63,20951.31,Credit_Card,8,0,1,30,0.74,1,0,0,38,0,0.533,0.172,0,0,0,0,0.341,0,0.111,0.554,0.185
QX44881384,26,Salaried,13.5,13.2,Married,1,38258.49,18470.1,0,35669.22,0.932,233038.66,536878.85,48,15.56,15094.59,Personal_Loan,48,0,0,0,0.84,1,0,2,68,0,0.214,0.817,-30,0,1,0,0.995,1,0.02,0.57,0.549
WG32005476,57,Salaried,10.7,0.6,Married,0,89480.57,61966.24,0,39059.25,0.437,494620.71,609394.63,48,18.5,18060.58,Credit_Card,24,30,0,90,0.68,0,1,0,73,10,0.505,0.291,30,0,0,56,0.844,0,0,0.429,0.28
WF00720626,58,Gig,3.3,9.3,Single,2,102003.19,64014.09,1,41411.55,0.406,37952.06,717866.51,24,20.57,36736.6,Credit_Card,43,0,2,30,0.73,2,0,0,25,0,0.26,0.574,-15,0.17,0,0,0.276,0,0.045,0.447,0.237
RC83585932,64,Salaried,8.1,15,Married,2,67710.08,47333.23,0,37301.16,0.551,429638.49,643427.5,24,14.07,30914.09,Personal_Loan,38,30,4,30,0.68,1,0,0,42,10,0.441,0.653,15,0,0,18,0.392,0,0.026,0.347,0.373
SV99891272,38,Gig,17.7,22,Single,1,198775.26,129238.9,1,52956.1,0.266,162234.25,480732.43,24,21.37,24790.2,Auto_Loan,13,0,0,90,0.74,0,1,0,4,0,0.312,0.192,-30,0.87,0,0,0.428,0,0,0.496,0.136
XY89198889,42,Self_Employed,10.7,0.6,Married,2,135888.35,84504.9,1,58634.39,0.431,162763.96,156917.57,24,12.26,7405.72,Credit_Card,23,0,0,60,0.68,0,0,1,37,0,0.499,0.088,0,0,1,0,0.426,0,0,0.148,0.401
TK67942033,52,Salaried,12.2,22.6,Married,3,97965.33,61782.37,0,50283.29,0.513,238652.79,578530.28,24,23.01,30302.42,Personal_Loan,58,0,1,60,0.85,3,0,0,7,0,0.433,0.49,0,0.77,0,0,0.504,0,0.051,0.381,0.255
CR75720886,31,Salaried,4.1,23.6,Single,4,165599.48,90718.64,0,21766.23,0.131,58864.51,689467.44,36,18.2,24995.13,Credit_Card,10,0,2,30,0.78,2,1,0,52,0,0.231,0.276,-30,0,0,0,0.647,0,0.182,0.555,0.141
UO88302747,55,Salaried,17.8,23,Married,4,37323.21,18134.08,0,36116.9,0.968,492855.86,130544.29,24,23.99,6901.37,Auto_Loan,29,0,1,30,0.93,1,0,0,63,0,0.465,0.381,-15,0,0,0,0.402,0,0.033,0.134,0.231
MW23851520,49,Self_Employed,2.9,15.9,Single,2,107442.95,53351.94,1,40553.16,0.377,395784.55,859804.05,48,25.72,28855,Personal_Loan,5,15,0,30,0.89,1,0,0,32,5,0.161,0.541,-15,0,0,45,0.395,0,0.167,0.431,0.236
VF22111870,27,Self_Employed,8.1,5.7,Married,0,25136.18,16585.98,1,46110.17,1.834,192268,359591.59,36,20.94,13536.56,Auto_Loan,43,15,2,30,0.74,0,0,2,41,5,0.526,0.816,0,0,2,10,0.619,0,0,0.557,0.91
ZV62986625,38,Salaried,4.4,8.4,Married,4,159395.46,86963.71,0,53313.17,0.334,373535.51,859706.7,12,14.06,77214.86,Personal_Loan,14,0,0,30,0.69,1,0,0,34,0,0.141,0.888,-15,0,0,0,0.893,1,0.067,0.566,0.302
BW61346808,44,Salaried,4.8,2.2,Single,1,182596.67,120719.88,0,10215.44,0.056,286422.98,80726.03,36,19.72,2988.56,Personal_Loan,47,0,0,30,0.87,0,0,1,25,0,0.231,0.025,-15,0.17,1,0,0.301,0,0,0.209,0.315
NN02694992,46,Salaried,16,13.1,Single,0,97028.37,49351.02,0,58123.83,0.599,139169.76,515815.84,36,16.51,18264.7,Credit_Card,5,15,0,30,0.91,1,0,0,45,5,0.213,0.37,-15,0,0,19,0.288,0,0.167,0.313,0.198
RC18015564,26,Gig,8.7,14.2,Single,4,133712.35,89213.48,1,13717.89,0.103,163837.07,964012.8,60,21.51,26357.11,Credit_Card,44,0,2,60,0.81,0,1,0,45,0,0.516,0.295,-15,0,0,0,0.905,1,0,0.511,0.218
YG49027435,54,Self_Employed,14.8,7.7,Single,3,192942.48,108320.38,1,35646.8,0.185,414332.01,908989.57,60,12.18,20302.75,Credit_Card,30,0,2,30,0.8,0,0,1,26,0,0.242,0.187,0,0.13,1,0,0.995,1,0,0.643,0.367
GF00237249,47,Salaried,0.8,11.9,Single,4,175407.76,113378.25,0,3145.29,0.018,429416.11,349295.17,12,19.72,32310,Auto_Loan,25,0,0,30,0.86,1,0,0,36,0,0.244,0.285,-30,0,0,0,0.214,0,0.038,0.511,0.146
UY89763880,51,Salaried,1.5,23,Married,4,41167.13,24933.89,0,50359.99,1.223,275014.89,317379.9,12,18.63,29192.63,Personal_Loan,1,0,0,0,0.74,1,1,0,20,0,0.265,1.171,0,0.33,0,0,0.68,0,0.5,0.187,0.418
UC19763421,39,Salaried,8.8,20.5,Single,4,149723.23,77337.17,0,31437.14,0.21,277666.98,687697.79,48,19.24,20649.44,Personal_Loan,9,15,2,60,0.92,0,0,0,5,5,0.068,0.267,15,0.83,0,28,0.909,1,0,0.351,0.13
JG16668074,47,Salaried,15,19.4,Single,3,103581.72,61664.75,0,53238.15,0.514,437528.09,198743.11,60,16.3,4864.78,Auto_Loan,24,0,0,90,0.69,0,0,0,7,0,0.475,0.079,-15,0.77,0,0,0.47,0,0,0.263,0.142
UF03303294,49,Self_Employed,12,18.3,Single,4,49071.44,30839.79,1,29127.72,0.594,146009.61,126889.42,24,13.77,6078.55,Credit_Card,51,0,1,0,0.71,0,0,0,40,0,0.249,0.197,-15,0,0,0,0.951,1,0,0.387,0.121
FW59671972,64,Salaried,4.4,15.3,Single,2,164109.76,74375.04,0,15563.02,0.095,353479.36,880051.37,36,18.62,32090.35,Credit_Card,70,15,2,30,0.88,1,0,0,0,5,0.511,0.431,0,1,0,43,0.732,0,0.014,0.542,0.29
IR09703055,28,Self_Employed,7.4,5.6,Single,3,50470.1,29568.4,1,24990.45,0.495,15927.55,859071.48,36,16.64,30474.55,Personal_Loan,49,90,0,90,0.85,1,0,3,49,30,0.254,1.031,90,0,1.5,13,0.667,0,0.02,0.747,0.948
IN50205880,43,Gig,12.4,1.8,Married,3,181116.63,89560.99,1,15933.01,0.088,194077.95,782589.81,48,23.11,25130.34,Auto_Loan,1,0,1,60,0.73,0,0,0,62,0,0.156,0.281,-30,0,0,0,0.722,0,0,0.773,0.123
BI91175181,47,Self_Employed,5.4,14.7,Married,3,184651.89,101451.19,1,38125.87,0.206,173211.29,369969.33,60,19.1,9617.58,Credit_Card,65,0,1,30,0.84,0,0,1,14,0,0.262,0.095,0,0.53,1,0,0.63,0,0,0.314,0.344
JO55630596,32,Salaried,6.4,9.3,Married,4,60247.48,41517.56,0,57783.59,0.959,290422.57,996126.63,36,20.15,37095.81,Personal_Loan,53,0,1,30,0.75,0,0,0,43,0,0.45,0.893,0,0,0,0,0.264,0,0,0.446,0.38
LQ20997839,33,Salaried,14.2,10.7,Single,4,199283.84,92114,0,50223.65,0.252,22517.74,58923.72,24,21.58,3044.65,Credit_Card,33,0,1,90,0.88,1,0,1,14,0,0.161,0.033,0,0.53,0.5,0,0.368,0,0.029,0.088,0.175
SQ32020242,49,Self_Employed,14.9,15.9,Single,1,113322.22,60269.02,1,5437.56,0.048,438230.72,437909.46,48,16.09,12430.67,Auto_Loan,36,0,0,0,0.99,0,0,0,30,0,0.128,0.206,0,0,0,0,0.581,0,0,0.227,0.094
PX23816713,24,Salaried,17.6,17.8,Single,3,162723.54,104265.38,0,5048.94,0.031,220187.42,496043.63,24,18.31,24838.9,Credit_Card,27,0,2,60,0.75,1,0,0,39,0,0.175,0.238,0,0,0,0,0.668,0,0.036,0.322,0.115
SC95632785,50,Salaried,4,6.7,Married,0,94255.57,63255.08,0,16901.01,0.179,308522.58,415202.38,60,12.71,9385.61,Auto_Loan,39,15,0,60,0.93,2,1,1,45,5,0.165,0.148,15,0,0.333,48,0.703,0,0.05,0.247,0.202
AG05527614,62,Salaried,10.4,18.6,Married,0,189420.17,85486.04,0,22699.05,0.12,338671.04,93762.28,12,14.98,8461.94,Auto_Loan,43,0,2,30,0.84,1,0,0,58,0,0.086,0.099,-15,0,0,0,0.283,0,0.023,0.066,0.051
KI37263217,36,Salaried,9.6,4.7,Married,2,123988.12,60908.26,0,22315.87,0.18,494391.75,661301.64,36,14.15,22649.93,Auto_Loan,25,0,1,60,0.86,2,0,0,37,0,0.193,0.372,-30,0,0,0,0.28,0,0.077,0.372,0.16
YS54336682,57,Self_Employed,19.6,12.6,Single,2,31724.87,14736.4,1,51461,1.622,473636.99,606733.13,48,20.81,18725.96,Personal_Loan,25,0,1,60,0.76,2,0,1,27,0,0.09,1.271,0,0.1,0.333,0,0.933,1,0.077,0.296,0.487
TJ20824479,53,Self_Employed,18.4,22.1,Married,1,50959.23,24887.79,1,35337.26,0.693,458622.13,222100,24,12.94,10552.78,Credit_Card,65,0,0,60,0.91,0,0,0,67,0,0.259,0.424,-15,0,0,0,0.384,0,0,0.174,0.192
AD84059101,30,Salaried,11.1,0.6,Single,4,140523.87,64727.43,0,34026.77,0.242,194317.08,868174.07,24,13.82,41609.75,Credit_Card,13,0,0,30,0.97,1,0,0,0,0,0.103,0.643,0,1,0,0,0.762,0,0.071,0.858,0.219
BX28029815,63,Gig,19.9,13.2,Married,2,121827.25,62025.54,1,9196.99,0.075,68575.66,612743.05,12,17.36,55989.82,Credit_Card,30,0,0,60,0.75,1,0,1,8,0,0.51,0.903,-30,0.73,0.5,0,0.276,0,0.032,0.483,0.523
XP63651722,42,Gig,1.1,4.8,Single,0,32573.4,19675.76,1,31916.07,0.98,186682.69,163315.8,48,13.33,4408.15,Personal_Loan,66,0,0,60,0.91,1,0,1,11,0,0.336,0.224,-15,0.63,0.5,0,0.801,0,0.015,0.458,0.276
BE31019168,37,Salaried,15.7,22.2,Married,4,66005.41,36458.78,0,48875.22,0.74,359939.01,147924.8,48,17.05,4272.2,Auto_Loan,59,0,1,90,0.95,0,0,0,63,0,0.518,0.117,-15,0,0,0,0.757,0,0,0.488,0.165
PF19919637,45,Salaried,8.9,7.3,Married,3,37177.98,17063.56,0,10637.03,0.286,485885.88,542567.87,48,23.72,17604.83,Personal_Loan,13,0,1,0,0.67,1,0,0,49,0,0.289,1.032,0,0,0,0,0.719,0,0.071,0.299,0.382
QM00277435,46,Salaried,14.6,7.8,Married,4,193743.04,118130.27,0,16330.4,0.084,443329.08,833517.21,48,21.04,25828.38,Credit_Card,63,0,1,60,0.77,1,0,1,20,0,0.4,0.219,-30,0.33,0.5,0,0.597,0,0.016,0.487,0.291
YN82891364,24,Salaried,12.8,22.9,Single,0,153836.87,70503.29,0,24881.04,0.162,447660.55,574051.52,48,21.56,17949.26,Credit_Card,31,30,0,60,0.86,0,0,0,49,10,0.219,0.255,30,0,0,10,0.598,0,0,0.392,0.198
TN21623633,51,Salaried,5.9,13.5,Married,3,38512.03,22818.85,0,56179.38,1.459,399076.59,158940.9,48,25.32,5298.43,Credit_Card,51,0,1,90,0.91,1,0,0,12,0,0.319,0.232,-30,0.6,0,0,0.819,0,0.019,0.13,0.149
YM97935527,33,Gig,12.8,17.5,Married,3,77287.39,45563.46,1,24196.62,0.313,347653.31,891515.28,36,16.86,31722.87,Credit_Card,56,0,0,0,0.87,0,0,1,69,0,0.231,0.696,-15,0,1,0,0.798,0,0,0.377,0.517
HA41284240,26,Salaried,13.3,13.6,Single,4,187074.72,94491.84,0,54795.62,0.293,499158.6,254099.25,60,23.32,7209.97,Personal_Loan,3,60,1,60,0.92,2,0,0,57,20,0.533,0.076,60,0,0,11,0.672,0,0.5,0.541,0.289
UL56757087,47,Salaried,3.3,17.7,Single,2,89652.16,51417.47,0,36645.53,0.409,399089.1,851276.29,48,13.72,23142.99,Personal_Loan,33,0,0,60,0.79,0,0,0,64,0,0.181,0.45,-15,0,0,0,0.512,0,0,0.443,0.18
UW93907189,54,Gig,12.6,21.9,Married,2,61438.91,35333.27,1,55058.23,0.896,371552.64,799011.38,24,15.22,38824.95,Personal_Loan,22,15,4,90,0.96,0,0,1,16,5,0.215,1.099,0,0.47,1,16,0.653,0,0,0.704,0.667
JR21061641,32,Salaried,7.7,10.9,Married,0,75080.24,40358.22,0,30963.16,0.412,19597.19,64682.71,12,11.92,5744.56,Personal_Loan,67,0,2,0,0.99,1,0,0,66,0,0.353,0.142,0,0,0,0,0.618,0,0.015,0.299,0.131
SK12223229,36,Gig,1.8,6.5,Single,0,84073.68,55406.54,1,20152.4,0.24,493651.71,65422.26,60,25.61,1943.7,Credit_Card,57,0,0,90,0.77,0,0,0,68,0,0.154,0.035,0,0,0,0,0.857,1,0,0.12,0.049
CS93615318,24,Gig,4.4,21.7,Married,4,152065.05,94248.51,1,13072.64,0.086,403853.92,974961.03,60,18.59,25071.59,Personal_Loan,23,0,1,90,0.66,1,0,0,67,0,0.299,0.266,0,0,0,0,0.586,0,0.042,0.5,0.155
IC18778584,62,Salaried,13.7,1.9,Married,4,169641.09,84346.36,0,55916.04,0.33,456291.04,893382.25,36,15.05,30991.27,Credit_Card,10,60,0,60,0.81,0,0,0,37,20,0.378,0.367,60,0,0,23,0.552,0,0,0.379,0.338
TN59980193,47,Salaried,18,22,Married,3,165215.32,103716.68,0,4392.31,0.027,173831.23,494684.67,24,22.73,25842.01,Credit_Card,46,0,1,90,0.75,0,0,0,44,0,0.324,0.249,-15,0,0,0,0.73,0,0,0.779,0.156
DY82666771,29,Salaried,1.6,20.3,Single,2,65551.36,42184.59,0,26613.81,0.406,317479.85,542498.33,12,14.66,48877.99,Credit_Card,69,0,0,30,0.9,0,0,1,10,0,0.259,1.159,-15,0.67,1,0,0.582,0,0,0.418,0.662
KG06967689,63,Salaried,17.7,0.8,Married,1,156460.93,75014.18,0,50191.29,0.321,75022.04,900489.35,36,19.82,33382.88,Auto_Loan,55,0,0,90,0.86,0,0,1,48,0,0.367,0.445,-15,0,1,0,0.836,0,0,0.424,0.475
JY84028589,49,Salaried,14.9,12.1,Single,0,155091.56,96896.28,0,7782.07,0.05,21763.37,556263.22,48,14.98,15475.58,Personal_Loan,33,0,1,90,0.83,0,0,1,12,0,0.234,0.16,-15,0.6,1,0,0.739,0,0,0.341,0.356
FT81421618,30,Salaried,10.8,21.3,Married,3,157536.1,75173.09,0,27198.16,0.173,418064.36,616436.2,24,13.8,29538.67,Auto_Loan,15,0,0,0,0.93,0,0,1,63,0,0.42,0.393,0,0,1,0,0.382,0,0,0.34,0.473
QM94134679,50,Self_Employed,7.6,18.5,Single,2,145372.75,97556.41,1,8388.79,0.058,247008.09,402368.5,12,20.04,37280.91,Personal_Loan,25,30,0,90,0.98,0,0,0,8,10,0.055,0.382,0,0.73,0,18,0.76,0,0,0.37,0.195
EL91490888,42,Salaried,2,5.1,Married,2,156812.95,79207.86,0,29300.77,0.187,148407.75,608114.13,60,19.1,15808.3,Personal_Loan,15,0,1,0,0.74,0,0,3,68,0,0.278,0.2,-30,0,3,0,0.314,0,0,0.451,0.88
KL68764870,24,Self_Employed,19.4,1.3,Married,1,164220.33,81281.76,1,15021.24,0.091,423803.83,761037.35,12,15.75,68959.57,Credit_Card,14,0,1,30,0.96,0,0,0,14,0,0.295,0.848,0,0.53,0,0,0.973,1,0,0.372,0.328
JT11293991,25,Gig,3.6,24.9,Married,1,76329.46,34410.87,1,3108.38,0.041,178673.87,388401.61,48,12.51,10325.63,Personal_Loan,45,0,2,60,0.66,0,0,1,68,0,0.291,0.3,-15,0,1,0,0.503,0,0,0.689,0.413
JO52139655,32,Gig,16.1,14.8,Married,0,191435.58,132589.74,1,45866.94,0.24,292681.61,529830.05,60,23.98,15235.98,Credit_Card,40,30,0,60,0.95,2,0,2,14,10,0.418,0.115,0,0.53,0.667,49,0.618,0,0.049,0.4,0.372
HV88904794,33,Self_Employed,13.1,16,Single,4,155126.49,79999.29,1,24202.98,0.156,264392.23,553221.54,48,23.39,17849.98,Personal_Loan,70,0,0,30,0.75,0,0,1,28,0,0.201,0.223,-15,0.07,1,0,0.71,0,0,0.442,0.367
VI36450646,34,Salaried,3.4,9.9,Single,3,93539.87,49641.52,0,25096.38,0.268,394025.71,515969.75,36,10.49,16767.84,Personal_Loan,66,0,1,60,0.78,3,0,0,6,0,0.159,0.338,0,0.8,0,0,0.397,0,0.045,0.276,0.141
SV53441247,35,Salaried,15.6,14.2,Single,3,189710.98,132349.63,0,27512.93,0.145,45091.57,298873.09,12,23.98,28258.43,Auto_Loan,38,0,1,90,0.92,2,0,0,63,0,0.289,0.214,-30,0,0,0,0.379,0,0.051,0.17,0.136
BE12483501,40,Salaried,3,13.3,Single,0,191980.37,100559,0,14341.21,0.075,257992.8,175377.15,60,15.15,4186.03,Credit_Card,16,0,2,60,0.7,2,0,1,3,0,0.185,0.042,-30,0.9,0.333,0,0.229,0,0.118,0.164,0.142
CC41231156,43,Salaried,15.5,4.1,Single,0,49360.06,25793.74,0,9738.05,0.197,415637.61,694783.19,60,10.02,14768.93,Credit_Card,48,0,1,30,0.87,1,1,0,22,0,0.262,0.573,-15,0.27,0,0,0.326,0,0.02,0.319,0.237
NT93362994,45,Self_Employed,7.1,24.3,Married,4,188387.89,95045.2,1,19640.04,0.104,29588.37,71185.24,12,21.46,6644.05,Credit_Card,55,0,1,90,0.98,0,0,0,46,0,0.416,0.07,-30,0,0,0,0.484,0,0,0.077,0.125
AL90679989,37,Self_Employed,6.9,17.2,Single,0,174654.27,89284.21,1,40700.58,0.233,69671.85,186433.09,24,11.4,8723.91,Personal_Loan,39,0,2,0,0.77,0,0,0,37,0,0.169,0.098,-30,0,0,0,0.478,0,0,0.118,0.072
HL05492192,58,Salaried,11.5,22.1,Single,4,171536.08,104479.46,0,27550.57,0.161,343876.23,689034.48,24,15.03,33418.79,Credit_Card,30,30,0,30,0.91,1,1,0,62,10,0.226,0.32,30,0,0,27,0.692,0,0.032,0.815,0.219
XJ25296248,44,Gig,10.7,24.7,Single,2,108045.23,53119.97,1,35769.87,0.331,234930.4,840546.07,60,22.32,23368.16,Personal_Loan,4,15,1,15,0.81,1,0,0,5,5,0.096,0.44,0,0.83,0,38,0.74,0,0.2,0.398,0.189
WS32870879,62,Salaried,14.7,15.7,Married,2,184405.77,108207.66,0,37620.6,0.204,390042.9,465048.79,60,22.64,13013.94,Credit_Card,33,0,3,0,0.95,2,0,1,5,0,0.187,0.12,0,0.83,0.333,0,0.383,0,0.059,0.309,0.166
ZT09269571,44,Salaried,4.1,14,Married,0,156447.23,75018.43,0,7734.25,0.049,348949.15,993572.4,48,24.87,32872.01,Personal_Loan,14,0,2,30,0.7,0,0,0,40,0,0.356,0.438,-15,0,0,0,0.528,0,0,0.561,0.22
VR60545847,24,Salaried,8.6,17.8,Married,3,71135.92,37514.3,0,59153.44,0.832,465078.18,471796.1,12,20.26,43763.33,Auto_Loan,46,0,4,30,0.66,0,0,0,36,0,0.417,1.167,-30,0,0,0,0.445,0,0,0.242,0.454
JM19064151,56,Salaried,1.6,6.7,Married,0,35481.49,24039.33,0,34609.86,0.975,193342.79,468117.28,36,14.2,16044.65,Credit_Card,1,0,2,90,0.71,1,0,0,29,0,0.074,0.667,0,0.03,0,0,0.725,0,0.5,0.242,0.219
FA08704399,62,Self_Employed,2.8,5,Married,0,54883.82,32709.76,1,42398.63,0.773,155628.9,897984.51,48,13.2,24179.91,Auto_Loan,55,0,1,60,0.79,1,0,1,59,0,0.517,0.739,-30,0,0.5,0,0.688,0,0.018,0.532,0.476
LB75908013,43,Salaried,2,18.1,Single,4,81387.13,54943.26,0,42475.15,0.522,57743.33,335280.51,36,19.73,12414.15,Personal_Loan,20,15,3,60,0.87,1,0,1,26,5,0.36,0.226,15,0.13,0.5,16,0.318,0,0.048,0.545,0.316
